Job_ID,Job_Title,Experience_Level,Years_Experience_Required,Company,Industry,Location,Remote,Employment_Type,Required_Skills,Company_Size,Salary_USD,Applicants_Count,Date_Posted
JOB00161,Computer Vision Engineer,Mid,3.0,Silverline AI,Manufacturing,"New York, USA",No,Full-time,"Python, Deep Learning, SQL, AWS",51-200,142500.0,52,2025-11-03
JOB00163,ML Engineer I,Entry,0.0,Nexora AI,Technology,"Sydney, Australia",No,Full-time,"Python, SQL, Data Visualization, Tableau",5000+,89500.0,112,2026-04-09
JOB00164,NLP Engineer,Mid,3.0,Atlas Intelligence,Consulting,Singapore,Yes,Full-time,"Spark, Deep Learning, SQL",5000+,105500.0,22,2026-04-24
JOB00165,ML Engineer I,Entry,0.0,Vertex Analytics,Manufacturing,"Toronto, Canada",No,Full-time,"Statistics, Python, Data Visualization, Tableau, SQL",51-200,78000.0,32,2025-09-06
JOB00166,Data Engineer I,Entry,0.0,Quantum Insight,Gaming,"New York, USA",No,Full-time,"Data Visualization, Statistics, Excel, Python, Tableau",51-200,89500.0,102,2025-09-21
JOB00167,AI Engineer,Mid,3.0,Orbital Systems,Education,"London, UK",No,Full-time,"Deep Learning, NLP, Spark, TensorFlow",51-200,125500.0,76,2025-11-10
JOB00168,AI Research Assistant,Entry,0.0,Bluewave Tech,Education,"Toronto, Canada",No,Full-time,"Tableau, SQL, Excel, Python, Statistics",201-1000,71500.0,7,2025-11-06
JOB00169,Data Analyst,Entry,0.0,Novacore AI,Consulting,"London, UK",No,Full-time,"Tableau, Python, SQL",1-50,70500.0,70,2025-09-19
JOB00171,Machine Learning Engineer,Mid,3.0,Quantum Insight,Manufacturing,"New York, USA",No,Full-time,"Python, Machine Learning, AWS",5000+,133000.0,62,2026-04-21
JOB00172,Senior ML Engineer,Senior,6.0,Novacore AI,E-commerce,"London, UK",No,Contract,"NLP, Azure, Generative AI",5000+,196000.0,41,2025-12-08
JOB00173,Data Analyst,Entry,0.0,Northstar Labs,Healthcare,Remote,Yes,Full-time,"Statistics, Tableau, Data Visualization, Python",51-200,73000.0,77,2025-11-21
JOB00174,Data Engineer,Mid,3.0,Meridian Software,Telecommunications,"Toronto, Canada",No,Full-time,"PyTorch, Machine Learning, TensorFlow, Spark, Power BI",5000+,97500.0,51,2025-10-02
JOB00175,ML Engineer I,Entry,0.0,Ironpeak Tech,Technology,"Berlin, Germany",Yes,Full-time,"Data Visualization, Statistics, Excel",5000+,50500.0,20,2026-04-22
JOB00176,Computer Vision Engineer,Mid,3.0,Fusion Analytics,E-commerce,Remote,Yes,Full-time,"Spark, Machine Learning, Power BI, Statistics",51-200,110000.0,70,2025-07-05
JOB00177,Head of Analytics,Manager,10.0,Vertex Analytics,Gaming,"New York, USA",No,Full-time,"Statistics, Generative AI, GCP, A/B Testing",1001-5000,288000.0,25,2026-02-02
JOB00178,AI Engineer,Mid,3.0,Zenith Data Group,Healthcare,"Sydney, Australia",No,Full-time,"Power BI, TensorFlow, SQL, NLP",201-1000,135500.0,10,2025-10-25
JOB00180,Principal Data Scientist,Senior,6.0,Fusion Analytics,Consulting,"Berlin, Germany",No,Full-time,"NLP, Machine Learning, GCP, Python",5000+,169000.0,41,2025-11-12
JOB00181,Junior Data Scientist,Entry,0.0,Skyline Data Co,Automotive,Remote,Yes,Full-time,"Excel, Data Visualization, Python, Statistics, Tableau, Kubernetes",201-1000,55000.0,7,2026-07-08
JOB00182,Analytics Engineer,Mid,3.0,Meridian Software,Automotive,"Austin, USA",No,Full-time,"Deep Learning, Python, AWS",1001-5000,120000.0,24,2025-12-31
JOB00183,AI Research Scientist,Senior,6.0,Novacore AI,E-commerce,Remote,Yes,Full-time,"Computer Vision, Azure, Machine Learning, Generative AI, GCP",201-1000,183000.0,42,2025-11-02
JOB00185,AI Research Assistant,Entry,0.0,Silverline AI,Manufacturing,"Sydney, Australia",No,Full-time,"Data Visualization, Excel, Statistics",51-200,68000.0,19,2026-01-13
JOB00186,Data Engineer,Mid,3.0,Bluewave Tech,E-commerce,"Bengaluru, India",Yes,Full-time,"Power BI, NLP, Deep Learning, PyTorch",51-200,60000.0,106,2025-10-23
JOB00187,Principal Data Scientist,Senior,6.0,Vertex Analytics,Consulting,"Toronto, Canada",Yes,Full-time,"AWS, Computer Vision, GCP, Machine Learning",51-200,144500.0,4,2025-12-13
JOB00188,Data Engineer I,Entry,0.0,Nexora AI,Healthcare,Remote,Yes,Contract,"Statistics, Excel, Tableau, SQL, Python, Kubernetes",1001-5000,79500.0,90,2025-08-28
JOB00189,Senior ML Engineer,Senior,6.0,Bluewave Tech,Technology,"London, UK",No,Full-time,"Kubernetes, Machine Learning, AWS, GCP",1-50,197500.0,72,2026-02-06
JOB00190,Data Science Manager,Manager,10.0,Orbital Systems,Telecommunications,"Austin, USA",No,Full-time,"A/B Testing, Statistics, LLMs, Python",1-50,335500.0,77,2026-04-18
JOB00192,NLP Engineer,Mid,3.0,Clearline Systems,Healthcare,Remote,Yes,Full-time,"Deep Learning, AWS, Python, Power BI",201-1000,97000.0,86,2026-04-16
JOB00193,Director of Data Science,Manager,10.0,Northstar Labs,E-commerce,"Berlin, Germany",Yes,Full-time,"Statistics, GCP, LLMs, Generative AI, MLOps",51-200,266000.0,32,2026-03-21
JOB00194,Data Analyst,Entry,0.0,Skyline Data Co,Healthcare,"Bengaluru, India",No,Full-time,"Excel, Tableau, SQL, Data Visualization",1001-5000,29500.0,16,2026-04-29
JOB00195,Lead Data Engineer,Senior,6.0,Ironpeak Tech,Education,Singapore,No,Full-time,"Azure, GCP, Kubernetes, AWS, Computer Vision",5000+,151500.0,14,2025-07-21
JOB00196,AI Research Assistant,Entry,0.0,Bright Path AI,Technology,"Austin, USA",No,Full-time,"SQL, Python, Data Visualization",5000+,83000.0,113,2026-06-19
JOB00197,AI Engineer,Mid,3.0,Bluewave Tech,Manufacturing,Remote,Yes,Full-time,"SQL, TensorFlow, Deep Learning, AWS",51-200,124500.0,58,2026-01-13
JOB00198,Analytics Engineer,Mid,3.0,Ironpeak Tech,Finance,"Dublin, Ireland",No,Full-time,"Spark, Machine Learning, Power BI, Python, NLP, Tableau",51-200,125000.0,37,2025-11-12
JOB00200,Principal Data Scientist,Senior,6.0,Fusion Analytics,Technology,Remote,Yes,Contract,"Azure, NLP, MLOps, Deep Learning, GCP",201-1000,188000.0,91,2026-02-13
JOB00202,AI Engineer,Mid,3.0,Orbital Systems,Automotive,"Sydney, Australia",No,Contract,"Python, Deep Learning, NLP, PyTorch",1001-5000,134000.0,64,2026-04-15
JOB00204,Data Engineer,Mid,3.0,Bluewave Tech,E-commerce,"Toronto, Canada",No,Full-time,"Python, TensorFlow, Machine Learning",1001-5000,93000.0,7,2025-12-14
JOB00205,Machine Learning Engineer,Mid,3.0,Novacore AI,Manufacturing,"San Francisco, USA",No,Full-time,"Spark, TensorFlow, Deep Learning, Machine Learning, Excel",51-200,180000.0,17,2025-09-16
JOB00206,AI Research Assistant,Entry,0.0,Orbital Systems,Telecommunications,"New York, USA",Yes,Full-time,"Statistics, Data Visualization, Excel",51-200,96500.0,240,2025-11-15
JOB00207,Junior Data Scientist,Entry,0.0,Atlas Intelligence,Gaming,"Bengaluru, India",Yes,Full-time,"Excel, Statistics, Data Visualization, Tableau",1001-5000,34500.0,46,2026-05-19
JOB00208,Computer Vision Engineer,Mid,3.0,Bright Path AI,Finance,Singapore,No,Part-time,"Python, Machine Learning, PyTorch, SQL",5000+,91500.0,65,2025-09-02
JOB00209,NLP Engineer,Mid,3.0,Skyline Data Co,Gaming,"San Francisco, USA",Yes,Full-time,"PyTorch, TensorFlow, SQL, NLP, LLMs",1001-5000,128000.0,64,2026-06-25
JOB00210,Data Analyst,Entry,0.0,Bluewave Tech,E-commerce,"New York, USA",No,Full-time,"Data Visualization, Statistics, Excel",5000+,100500.0,46,2025-07-22
JOB00211,Staff AI Engineer,Senior,6.0,DataForge,Education,"Toronto, Canada",No,Full-time,"AWS, Deep Learning, GCP, MLOps",1-50,156500.0,112,2025-09-02
JOB00212,Computer Vision Engineer,Mid,3.0,Clearline Systems,Manufacturing,"Dublin, Ireland",No,Full-time,"Deep Learning, Spark, SQL, Machine Learning, AWS, A/B Testing",5000+,129000.0,52,2026-05-14
JOB00214,Data Engineer I,Entry,0.0,Zenith Data Group,Automotive,"London, UK",No,Full-time,"Python, Data Visualization, SQL, Excel, Tableau, NLP",5000+,76500.0,61,2025-09-10
JOB00215,Junior Data Scientist,Entry,0.0,Northstar Labs,Healthcare,"Berlin, Germany",No,Full-time,"Data Visualization, SQL, Excel, Tableau, Statistics",1-50,58500.0,5,2026-04-16
JOB00216,Staff AI Engineer,Senior,6.0,Zenith Data Group,Automotive,"New York, USA",Yes,Full-time,"GCP, Machine Learning, Azure, Computer Vision",1-50,175500.0,16,2026-01-27
JOB00217,NLP Engineer,Mid,3.0,Bluewave Tech,Automotive,"San Francisco, USA",No,Contract,"Power BI, AWS, SQL, PyTorch, NLP, Computer Vision",1-50,166500.0,156,2026-03-14
JOB00218,NLP Engineer,Mid,3.0,Silverline AI,Automotive,"Austin, USA",No,Full-time,"AWS, Power BI, SQL, PyTorch, NLP",1-50,145500.0,102,2026-01-13
JOB00220,Data Engineer,Mid,3.0,Corelytics,Manufacturing,"Toronto, Canada",No,Full-time,"SQL, AWS, Spark, TensorFlow",1-50,124500.0,50,2025-09-13
JOB00221,Analytics Engineer,Mid,3.0,Bright Path AI,Education,"Berlin, Germany",No,Full-time,"Spark, TensorFlow, SQL, Python, PyTorch, Power BI",1001-5000,86500.0,69,2025-07-01
JOB00222,ML Engineer I,Entry,0.0,Nexora AI,Gaming,"Bengaluru, India",No,Contract,"Python, Data Visualization, Excel, Tableau, Statistics, Power BI",1-50,31000.0,127,2025-11-29
JOB00223,Data Scientist,Mid,3.0,Pulse Robotics,Consulting,"New York, USA",Yes,Full-time,"Machine Learning, Power BI, Spark, SQL, TensorFlow",201-1000,123500.0,16,2026-06-26
JOB00225,Data Analyst,Entry,0.0,Novacore AI,Automotive,Remote,Yes,Full-time,"Excel, Data Visualization, Statistics, SQL, Tableau, Airflow",51-200,53500.0,25,2026-01-30
JOB00226,Staff AI Engineer,Senior,6.0,Fusion Analytics,Healthcare,"Austin, USA",No,Full-time,"LLMs, Deep Learning, Kubernetes",5000+,162000.0,25,2026-04-17
JOB00227,Machine Learning Engineer,Mid,3.0,Ironpeak Tech,Gaming,"San Francisco, USA",Yes,Full-time,"SQL, Spark, NLP",1001-5000,176500.0,18,2025-11-02
JOB00228,Junior Data Scientist,Entry,0.0,Bluewave Tech,Technology,"San Francisco, USA",No,Full-time,"Excel, Tableau, Data Visualization",51-200,93500.0,128,2026-01-17
JOB00229,Data Science Manager,Manager,10.0,Bright Path AI,Consulting,"Sydney, Australia",No,Part-time,"A/B Testing, GCP, Generative AI, Statistics, MLOps",1001-5000,243500.0,6,2025-09-05
JOB00230,Machine Learning Engineer,Mid,3.0,Ironpeak Tech,Finance,Singapore,No,Contract,"Spark, Machine Learning, Deep Learning",201-1000,128500.0,36,2025-07-06
JOB00231,NLP Engineer,Mid,3.0,Northstar Labs,Finance,"San Francisco, USA",No,Part-time,"AWS, TensorFlow, Machine Learning, Power BI, NLP",1001-5000,161500.0,20,2026-02-15
JOB00233,Senior ML Engineer,Senior,6.0,DataForge,E-commerce,"Dublin, Ireland",No,Full-time,"AWS, MLOps, Computer Vision, LLMs",1-50,141500.0,38,2026-07-12
JOB00234,Data Engineer I,Entry,0.0,Skyline Data Co,Manufacturing,Remote,Yes,Full-time,"Tableau, Excel, Statistics, SQL",51-200,65500.0,22,2025-10-31
JOB00235,Data Analyst,Entry,0.0,Nexora AI,Gaming,"Bengaluru, India",No,Contract,"SQL, Statistics, Tableau, Python, Excel",51-200,29000.0,33,2026-05-07
JOB00236,VP of Machine Learning,Manager,10.0,Horizon Cloud,Education,"London, UK",No,Full-time,"AWS, MLOps, Generative AI",1-50,239000.0,30,2026-05-08
JOB00237,Principal Data Scientist,Senior,6.0,Silverline AI,Consulting,Remote,Yes,Contract,"Kubernetes, Machine Learning, Generative AI, AWS, NLP, Tableau",51-200,142000.0,39,2025-12-23
JOB00238,BI Analyst,Entry,0.0,Silverline AI,Education,Singapore,Yes,Contract,"Tableau, Data Visualization, Excel, SQL, Python",1-50,77500.0,4,2025-09-13
JOB00239,Machine Learning Engineer,Mid,3.0,Silverline AI,Consulting,"Sydney, Australia",No,Full-time,"Power BI, TensorFlow, AWS, NLP, PyTorch",201-1000,116000.0,117,2026-01-24
JOB00240,Data Engineer,Mid,3.0,Zenith Data Group,Education,"San Francisco, USA",Yes,Full-time,"AWS, Spark, TensorFlow",1001-5000,161000.0,11,2026-01-16
JOB00241,Junior Data Scientist,Entry,0.0,Skyline Data Co,Automotive,Singapore,No,Full-time,"Python, Excel, Tableau, SQL",1001-5000,85000.0,99,2026-04-28
JOB00242,Data Analyst,Entry,0.0,Quantum Insight,Finance,"Austin, USA",Yes,Full-time,"SQL, Statistics, Excel, Data Visualization, Airflow",1-50,66000.0,42,2025-10-04
JOB00243,Data Analyst,Entry,0.0,Novacore AI,Consulting,"Dublin, Ireland",No,Full-time,"Statistics, Excel, Tableau, Python, Data Visualization",5000+,69500.0,26,2026-01-29
JOB00244,Machine Learning Engineer,Mid,3.0,Horizon Cloud,Technology,"San Francisco, USA",Yes,Full-time,"TensorFlow, Python, Machine Learning, Spark, SQL, Airflow",1-50,121500.0,64,2025-10-22
JOB00245,Lead Data Engineer,Senior,6.0,Pulse Robotics,Finance,"London, UK",No,Full-time,"Machine Learning, Computer Vision, Generative AI, Deep Learning, GCP, PyTorch",51-200,215000.0,31,2025-07-28
JOB00246,Senior Data Scientist,Senior,6.0,Clearline Systems,Automotive,"Dublin, Ireland",Yes,Contract,"Machine Learning, NLP, MLOps, AWS",201-1000,176000.0,15,2025-11-15
JOB00247,BI Analyst,Entry,0.0,Meridian Software,Finance,"Austin, USA",No,Full-time,"Tableau, Excel, Python, Data Visualization",201-1000,71500.0,88,2025-09-23
JOB00248,Data Engineer I,Entry,0.0,Bluewave Tech,Manufacturing,"Bengaluru, India",No,Full-time,"Python, Excel, Tableau, A/B Testing",1001-5000,35000.0,79,2025-09-09
JOB00249,VP of Machine Learning,Manager,10.0,Vertex Analytics,Automotive,"New York, USA",No,Contract,"GCP, MLOps, A/B Testing, Generative AI",51-200,334000.0,90,2025-11-24
JOB00250,Data Analyst,Entry,0.0,Vertex Analytics,Automotive,"London, UK",No,Full-time,"Excel, Data Visualization, Statistics, SQL",1-50,59000.0,59,2025-09-19
JOB00251,Machine Learning Engineer,Mid,3.0,Atlas Intelligence,Gaming,Remote,Yes,Full-time,"PyTorch, SQL, AWS, TensorFlow, NLP, Statistics",201-1000,120500.0,45,2026-01-11
JOB00252,Lead Data Engineer,Senior,6.0,Nexora AI,Technology,"San Francisco, USA",Yes,Full-time,"MLOps, AWS, Machine Learning, Kubernetes, GCP, Docker",201-1000,246500.0,81,2025-11-27
JOB00253,AI Research Assistant,Entry,0.0,Ironpeak Tech,Healthcare,"Bengaluru, India",Yes,Full-time,"Python, Statistics, Excel, SQL, Tableau",5000+,39000.0,55,2025-07-07
JOB00254,AI Research Assistant,Entry,0.0,Quantum Insight,Education,Singapore,No,Full-time,"Excel, Data Visualization, Statistics, Tableau",51-200,83500.0,29,2025-12-31
JOB00255,NLP Engineer,Mid,3.0,Horizon Cloud,Consulting,Remote,Yes,Full-time,"Spark, Power BI, SQL, AWS",1001-5000,119500.0,39,2026-02-25
JOB00256,Analytics Engineer,Mid,3.0,Silverline AI,Telecommunications,Remote,Yes,Full-time,"NLP, Machine Learning, Python, AWS",201-1000,124000.0,80,2025-08-28
JOB00257,Machine Learning Engineer,Mid,3.0,Corelytics,Finance,"Dublin, Ireland",Yes,Contract,"Deep Learning, SQL, PyTorch, Power BI",1-50,108500.0,23,2026-05-25
JOB00258,NLP Engineer,Mid,3.0,Corelytics,Telecommunications,"San Francisco, USA",No,Full-time,"PyTorch, NLP, TensorFlow, Python, Deep Learning",51-200,136500.0,27,2025-12-24
JOB00259,Senior ML Engineer,Senior,6.0,Quantum Insight,Consulting,"San Francisco, USA",Yes,Full-time,"Computer Vision, Generative AI, GCP",1001-5000,196000.0,26,2026-05-23
JOB00260,NLP Engineer,Mid,3.0,Meridian Software,Technology,"Dublin, Ireland",Yes,Full-time,"SQL, Spark, AWS",1001-5000,111500.0,33,2025-08-30
JOB00261,ML Engineer I,Entry,0.0,Orbital Systems,Gaming,"Toronto, Canada",Yes,Full-time,"Data Visualization, Python, Statistics, Excel, Docker",201-1000,67000.0,73,2026-02-11
JOB00262,Computer Vision Engineer,Mid,3.0,Zenith Data Group,Manufacturing,"New York, USA",No,Full-time,"SQL, Power BI, Spark",1-50,143500.0,49,2026-07-14
JOB00263,BI Analyst,Entry,0.0,Clearline Systems,Finance,"Austin, USA",Yes,Full-time,"Python, Statistics, Excel, Data Visualization",201-1000,87500.0,20,2025-10-05
JOB00264,AI Engineer,Mid,3.0,Quantum Insight,Consulting,Remote,Yes,Full-time,"SQL, Power BI, Machine Learning, Spark, AWS",201-1000,108500.0,63,2026-01-12
JOB00265,Data Engineer,Mid,3.0,Northstar Labs,Gaming,"Bengaluru, India",No,Full-time,"Machine Learning, Power BI, Python, Spark, AWS, MLOps",201-1000,46500.0,19,2025-08-18
JOB00266,Data Engineer,Mid,3.0,Meridian Software,Automotive,"Dublin, Ireland",No,Full-time,"AWS, Python, Machine Learning",51-200,97500.0,81,2025-09-05
JOB00268,Analytics Engineer,Mid,3.0,Bright Path AI,E-commerce,"London, UK",Yes,Full-time,"TensorFlow, Python, Power BI, PyTorch, SQL",201-1000,136000.0,30,2025-08-07
JOB00269,Data Engineer I,Entry,0.0,Silverline AI,Finance,"New York, USA",Yes,Full-time,"Python, Excel, SQL, Tableau, Data Visualization",51-200,75500.0,55,2026-02-16
JOB00270,Senior ML Engineer,Senior,6.0,Northstar Labs,E-commerce,"Bengaluru, India",Yes,Full-time,"AWS, Azure, Generative AI, MLOps, GCP",201-1000,74500.0,104,2026-01-20
JOB00271,Data Scientist,Mid,3.0,Bright Path AI,Education,Remote,Yes,Full-time,"Python, PyTorch, AWS, Docker",1-50,115500.0,35,2025-11-13
JOB00272,Data Engineer,Mid,3.0,Silverline AI,Gaming,"London, UK",No,Full-time,"Spark, Machine Learning, AWS, Python",1001-5000,117000.0,8,2025-09-15
JOB00273,NLP Engineer,Mid,3.0,Horizon Cloud,Finance,"San Francisco, USA",Yes,Full-time,"Python, Deep Learning, Machine Learning, AWS",1-50,137500.0,27,2026-03-24
JOB00274,ML Engineer I,Entry,0.0,Quantum Insight,Automotive,"Sydney, Australia",Yes,Full-time,"Python, SQL, Data Visualization, Statistics",5000+,68000.0,102,2026-04-01
JOB00275,NLP Engineer,Mid,3.0,Clearline Systems,Education,"Berlin, Germany",No,Full-time,"Python, NLP, Spark, TensorFlow, Kubernetes",201-1000,82500.0,32,2026-04-22
JOB00276,Data Engineer,Mid,3.0,DataForge,Education,"Toronto, Canada",No,Full-time,"Deep Learning, AWS, Python, Machine Learning, TensorFlow",51-200,121000.0,68,2026-04-21
JOB00277,AI Research Scientist,Senior,6.0,Ironpeak Tech,Technology,"London, UK",Yes,Full-time,"Azure, AWS, Machine Learning, LLMs, Computer Vision",1001-5000,191500.0,16,2026-05-12
JOB00278,Lead Data Engineer,Senior,6.0,Corelytics,Technology,Singapore,No,Full-time,"MLOps, Azure, AWS",201-1000,206500.0,65,2025-07-26
JOB00280,Data Analyst,Entry,0.0,Pulse Robotics,Education,"Sydney, Australia",Yes,Contract,"Python, Tableau, Statistics, Data Visualization, SQL, Machine Learning",201-1000,65500.0,71,2026-07-08
JOB00281,VP of Machine Learning,Manager,10.0,Zenith Data Group,Automotive,"Bengaluru, India",No,Full-time,"Generative AI, GCP, Statistics, MLOps",1001-5000,95000.0,42,2025-07-24
JOB00282,Senior Data Scientist,Senior,6.0,Quantum Insight,Technology,"Berlin, Germany",No,Full-time,"LLMs, Deep Learning, Generative AI, Azure, GCP, Spark",1-50,123000.0,41,2026-03-12
JOB00283,Data Engineer,Mid,3.0,Pulse Robotics,Healthcare,"Bengaluru, India",No,Full-time,"SQL, Deep Learning, PyTorch, Machine Learning, TensorFlow",201-1000,62500.0,40,2025-09-11
JOB00284,Analytics Engineer,Mid,3.0,Skyline Data Co,Finance,"Sydney, Australia",Yes,Full-time,"PyTorch, NLP, AWS, Machine Learning",1001-5000,114000.0,8,2026-05-09
JOB00285,AI Research Assistant,Entry,0.0,Zenith Data Group,Healthcare,"Austin, USA",Yes,Part-time,"Statistics, Data Visualization, SQL, Excel, Python",1001-5000,68500.0,151,2025-10-06
JOB00286,Data Engineer,Mid,3.0,Orbital Systems,Finance,Singapore,No,Part-time,"AWS, SQL, PyTorch",51-200,119500.0,3,2025-08-01
JOB00287,Data Engineer,Mid,3.0,Skyline Data Co,Telecommunications,Singapore,Yes,Part-time,"Deep Learning, SQL, Machine Learning, Power BI, TensorFlow, AWS",51-200,108000.0,27,2026-04-06
JOB00288,BI Analyst,Entry,0.0,Skyline Data Co,Automotive,"San Francisco, USA",No,Full-time,"SQL, Excel, Python, Data Visualization, Tableau",1001-5000,86000.0,21,2025-09-11
JOB00290,Data Engineer I,Entry,0.0,Bright Path AI,Finance,Singapore,Yes,Full-time,"Statistics, Data Visualization, SQL",201-1000,75000.0,34,2026-03-27
JOB00291,Data Engineer,Mid,3.0,Bright Path AI,Education,"London, UK",Yes,Contract,"AWS, Deep Learning, SQL, PyTorch, Power BI",51-200,137500.0,19,2025-10-01
JOB00292,Analytics Engineer,Mid,3.0,Skyline Data Co,Telecommunications,"Bengaluru, India",No,Full-time,"Spark, Power BI, AWS, Machine Learning, Data Visualization",201-1000,54000.0,46,2026-05-04
JOB00293,Data Scientist,Mid,3.0,Novacore AI,E-commerce,"Sydney, Australia",No,Full-time,"Machine Learning, Spark, SQL, TensorFlow, AWS",201-1000,120500.0,48,2026-02-03
JOB00294,Junior Data Scientist,Entry,0.0,Meridian Software,Education,"San Francisco, USA",No,Full-time,"Data Visualization, Tableau, SQL, Excel",5000+,88000.0,19,2025-11-05
JOB00296,BI Analyst,Entry,0.0,Nexora AI,Consulting,"Dublin, Ireland",No,Full-time,"Python, Statistics, Tableau, Excel, SQL",1-50,53000.0,73,2026-02-20
JOB00297,Data Engineer I,Entry,0.0,Fusion Analytics,E-commerce,"Austin, USA",Yes,Part-time,"Data Visualization, SQL, Tableau, Excel, Python, Computer Vision",51-200,92500.0,32,2025-12-20
JOB00298,Lead Data Engineer,Senior,6.0,Northstar Labs,Healthcare,Singapore,No,Full-time,"AWS, Generative AI, Kubernetes, Machine Learning, Azure",1-50,175000.0,37,2025-08-13
JOB00299,AI Engineer,Mid,3.0,DataForge,Telecommunications,Remote,Yes,Contract,"TensorFlow, Machine Learning, Deep Learning",201-1000,99500.0,48,2026-02-18
